CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE
50001945,OOKI SUSHI,MANHATTAN,1575,3 AVENUE,10128,2128283388
50001946,Yummy Sushi House,QUEENS,135-11,38 AVENUE,11354,7183218133
50001947,Dunkin' Donuts,QUEENS,113-20,BEACH CHANNEL DRIVE,11694,3472304599
50001948,BLOOM'S TAVERN,MANHATTAN,208,EAST   58 STREET,10022,2123089400
50001949,MARIOS PIZZERIA & CAFFE,QUEENS,8109,41ST AVE,11373,7182056860
50001950,WOODBINES,QUEENS,47-10,VERNON BOULEVARD,11101,7183618488
50001951,TOMS PIZZA,QUEENS,104-10,JAMAICA AVENUE,11418,7188468635
50001954,CONSTANT SPRING RESTAURANT,BRONX,1344,EAST GUN HILL ROAD,10469,6465714893
50001956,GOLDEN FOUNTAIN RESTAURANT,BRONX,3925,BAYCHESTER AVENUE,10466,6465714615
50001957,RUSTICO,MANHATTAN,81,ST MARKS PLACE,10003,7183603328
50001959,WINGTIPS LOUNGE,QUEENS,,JFK,11430,7187514222
50001960,TJ'S COFFEE WORLD,MANHATTAN,228,CANAL STREET,10013,2129660187
50001961,MI OTRA CASA REST BAR,QUEENS,91-06,43 AVENUE,11373,7184290510
50001962,AROME,MANHATTAN,325,BROADWAY,10007,2122337447
50001964,ELIXIR LOUNGE,QUEENS,105-06,JAMAICA AVENUE,11418,7184873179
50001965,VENTURO OSTERIA &WINE BAR,QUEENS,44-07,QUEENS BOULEVARD,11104,7184089363
50001966,CONTRA,MANHATTAN,138,ORCHARD STREET,10002,2124664633
50001968,SUSHI 21,MANHATTAN,174,7 AVENUE,10011,6464866288
50001969,LES CREPES,MANHATTAN,25,ESSEX STREET,10002,9143302356
50001970,CROWN FRIED CHICKEN,BROOKLYN,1591,BROADWAY,11207,7184536433
50001972,Juice Press,MANHATTAN,73,WEST 82ND,10024,6465599189
50001973,CASCATA,QUEENS,,JFK,11430,5164919105
50001974,ASIAN HALAL FOOD RESTAURANT,QUEENS,39-44,21 STREET,11101,7189377106
50001976,TROPICAL ISLE CARRIBEAN RESTAURANT,QUEENS,118-19,LIBERTY AVENUE,11419,7188484753
50001977,IL FORNO/IRON BAR,MANHATTAN,713,8 AVENUE,10036,2122471978
50001978,GOLDEN CRUST,BRONX,3538,WHITE PLAINS ROAD,10467,7185155789
50001979,JOHN'S FRIED CHICKEN,MANHATTAN,4193,BROADWAY,10033,2123049400
50001983,KENNEDY FRIED CHICKEN,BRONX,1798,WESTCHESTER AVENUE,10472,7186842455
50001984,GINZA SUSHI,BROOKLYN,2809,OCEAN AVENUE,11229,7187696028
50001985,CHIFLEZ,QUEENS,95-02,ROOSEVELT AVENUE,11372,7182051385
50001986,Hooters of Fresh Meadows,QUEENS,61-09,190TH ST,11365,7184542800
50001990,A. KAWAII JAPANESE RESTAURANT,BROOKLYN,2706,AVENUE U,11229,7186160028
50001991,GREGORY'S COFFEE,MANHATTAN,551,MADISON AVENUE,10022,6467070529
50001992,SING WEN RESTAURANT,BROOKLYN,7204,18 AVENUE,11204,7183311818
50001994,YMC GOOD TASTE CHINESE RESTAURANT,QUEENS,47-05,FRANCIS LEWIS BOULEVARD,11361,7186318688
50001995,JESUS TACO,MANHATTAN,1346,AMSTERDAM AVENUE,10027,6465086003
50001997,HOLY MOLY (JESUS' TACO),MANHATTAN,501,WEST  145 STREET,10031,2122343330
50002001,HALAL KITCHEN,QUEENS,71-12,GRAND AVENUE,11378,7182055360
50002002,MXCO,MANHATTAN,981,2 AVENUE,10022,6466928143
50002003,Davidovich Bakery,MANHATTAN,120,ESSEX STREET,10002,6469186763
50002004,SICHUAN CUISINE,QUEENS,136-20,ROOSEVELT AVENUE,11354,7188887794
50002005,OREN'S DAILY ROAST,MANHATTAN,135,WILLIAM STREET,10038,6462912091
50002009,Cascalote Latin Bistro,MANHATTAN,2126,2 AVENUE,10029,9173280985
50002012,AUDREY BAKERY & CAFE,MANHATTAN,12,CHATHAM SQUARE,10038,2126089188
50002014,LAS MARINAS RESTAURANT,BROOKLYN,4018,14 AVENUE,11218,3475297740
50002016,CENTRAL MARKET,MANHATTAN,870,7 AVENUE,10019,2122478000
50002019,HOME SWEET HARLEM,MANHATTAN,1528,AMSTERDAM AVENUE,10031,2129269616
50002020,THE GREAT GEORGIANA,BROOKLYN,248,DEKALB AVENUE,11205,6462396083
50002021,BURRITO SHOP,BRONX,5975,BROADWAY,10463,7187086885
50002023,SERENGETI TEAS & SPICES,MANHATTAN,2292,FREDERICK DOUGLAS BOULEVARD,10027,2128667100
50002024,AZIZA 7 CAFE,BROOKLYN,2113,AVENUE Z,11235,7189340717
50002025,JACKSON HEIGHTS HALAL GYRO KING,QUEENS,74-06,37 ROAD,11372,7182052233
50002026,RAINBOW BERRY,QUEENS,80-01,37 AVENUE,11372,7183960809
50002027,NASHEMAN GRILL & RESTAURANT,BROOKLYN,3149,CONEY ISLAND AVENUE,11235,7183328100
50002028,LA NORTENA,BROOKLYN,255A,GRAHAM AVENUE,11206,7183883045
50002030,YUMMY YUMMY CHINESE RESTAURANT,QUEENS,153-29,ROCKAWAY BOULEVARD,11434,7185253828
50002031,CAFFE NOI ESPRESSO BAR,MANHATTAN,1465,2 AVENUE,10075,2125353100
50002034,Orange Leaf,BROOKLYN,345,ADAMS STREET,11201,7188252525
50002035,Orange Leaf,MANHATTAN,526,AMSTERDAM AVENUE,10024,6469644363
50002037,CHABBA BBQ/ FAMILY GRILL & CUISINE,BROOKLYN,786,CONEY ISLAND AVENUE,11218,9178938844
50002038,KABIR'S BAKERY,BROOKLYN,97,CHURCH AVENUE,11218,7188537907
50002039,KABIR'S BAKERY,BROOKLYN,1425,FOSTER AVENUE,11230,7188592348
50002049,H K BAKERY,QUEENS,134-32,NORTHERN BOULEVARD,11354,7188868389
50002051,BEER CULTURE,MANHATTAN,328,WEST   45 STREET,10036,6465902139
50002052,OTTO'S TACOS,MANHATTAN,141,SECOND AVE,10003,6466784018
50002053,The Local NYC,QUEENS,13-02,44 AVENUE,11101,3477385251
50002054,HOJA SANTA,BROOKLYN,250,DEKALB AVENUE,11205,3474639460
50002055,ROCKAWAY BEACH SURF CLUB,QUEENS,302,BEACH   87 STREET,11693,7183507860
50002056,NEW HALAL KITCHEN II,BROOKLYN,6806,5 AVENUE,11220,7186662651
50002057,Grito Mexican Grill,MANHATTAN,1555,ST NICHOLAS AVENUE,10040,2127950700
50002060,ASIAN STATION,MANHATTAN,1605,2 AVENUE,10028,6469186705
50002061,ROTI MEDITERRANEAN GRILL,MANHATTAN,142,EAST   43 STREET,10017,6464943359
50002062,K & L RESTAURANT AND CATERING SERVICE,BRONX,3204,3 AVENUE,10451,9176318398
50002063,CASA DEL SALMON #2,BRONX,481,EAST  163 STREET,10451,3476813717
50002064,PRIMAVERA RESTAURANT,BROOKLYN,623,CHURCH AVENUE,11218,7184380447
50002065,VACCA GRILL & LOUNGE,MANHATTAN,420,WEST  203 STREET,10034,2125440070
50002066,MAKANA,MANHATTAN,161,WEST  106 STREET,10025,2126784569
50002067,GOLDEN STAR,STATEN ISLAND,2110,CLOVE RD,10305,7189812828
50002068,RM LOUNGE,BRONX,658,DAWSON STREET,10455,7187955970
50002070,JACKBAR,BROOKLYN,143,HAVEMEYER STREET,11211,3479873556
50002071,DELIS 48,MANHATTAN,48,WEST   48 STREET,10036,2127689600
50002073,"Les Cayes, Inc.",BROOKLYN,1067,NOSTRAND AVENUE,11225,3474394719
50002074,RECUERDO RESTAURANT,QUEENS,146-05,34 AVENUE,11354,7183591370
50002076,KULLA,BRONX,2321,HUGHES AVENUE,10458,9174736696
50002079,ONOMEA,BROOKLYN,84,HAVEMEYER STREET,11211,3478449559
50002080,WAH YUNG,BROOKLYN,648,ROCKAWAY AVENUE,11212,7184981022
50002081,YANG'S HAPPY GARDEN,BRONX,2414,WILLIAMSBRIDGE ROAD,10469,7188818098
50002082,STIFF WEASEL GRILL + DELI,BRONX,5993,BROADWAY,10463,3473265941
50002085,OASIS RESTAURANT,QUEENS,40-02,QUEENS BOULEVARD,11104,7187866012
50002086,MANGO RESTAURANT,BROOKLYN,234,UNION AVENUE,11211,7183877051
50002089,VERBOTEN,BROOKLYN,60,NORTH   11 STREET,11249,9176924588
50002090,BELLA SERA PIZZA,QUEENS,56-56,MYRTLE AVENUE,11385,7184174848
50002091,NEW LUCKY GARDEN,BRONX,1587,WATSON AVENUE,10472,7183787888
50002092,LA LAMPARA CAFE,QUEENS,54-18,FLUSHING AVE,11378,3478202261
50002095,The Bahche,BROOKLYN,191,7 STREET,11215,7184220801
50002097,PANINO RUSTICO,BROOKLYN,8222,17 AVENUE,11214,7182366343
50002099,A & C COFFEE SHOP AND PIZZERIA,BROOKLYN,9002,AVENUE B,11236,7183428395
50002100,KENNEDY FRIED CHICKEN,BRONX,667,EAST 187 STREET,10458,9178012727
50002105,energy fuel,BROOKLYN,926,FULTON STREET,11238,3478449111
50002106,PYRAMIDS HOOKAH AND BAR,QUEENS,40-19,BELL BOULEVARD,11361,7187466524
50002107,WILLIAMSBURG CREAMERY,BROOKLYN,201,BEDFORD AVENUE,11211,3477505046
50002108,PAULANER BRAUHAUS,MANHATTAN,265,BOWERY,10002,2127800300
50002109,DUNKIN DONUTS,MANHATTAN,4030,BROADWAY,10032,2129232222
50002110,DUNKIN DONUTS,BRONX,1930,BARTOW AVENUE,10469,3472029004
50002113,THAI KITCHEN BY THE SEA,QUEENS,67-20,ROCKAWAY BEACH BLVD,11692,7183188424
50002114,POPEYE'S FRIED CHICKEN,BROOKLYN,6013,7 AVENUE,11220,7182384100
50002115,NONA'S PIZZA,BRONX,6100,RIVERDALE AVENUE,10471,7188844404
50002116,YUMMY MACHI,STATEN ISLAND,2236,FOREST AVENUE,10303,6469968990
50002117,STG IN KEATING HALL,BRONX,441,EAST FORDHAM ROAD,10458,7188170901
50002118,ZIME BISTRO,BRONX,441,EAST FORDHAM ROAD,10458,7188170901
50002119,STARBUCKS COFFEE (Store#20161),MANHATTAN,151,WEST   34 STREET,10001,2124945290
50002120,STARBUCKS COFFEE,MANHATTAN,99,WALL STREET,10005,2124871906
50002121,DELI & GROCERY,MANHATTAN,666,6 AVENUE,10010,2123665364
50002122,HIT CAFE,MANHATTAN,552,8 AVENUE,10018,2122022301
50002123,NINJA BUBBLE TEA,BROOKLYN,220,36 STREET,11232,3477333753
50002124,CHINA TACO DISH,QUEENS,66-69,FRESH POND ROAD,11385,6462098130
50002126,FRANK'S EXPRESS PIZZA INC,MANHATTAN,127,EAST   23 STREET,10010,6467816219
50002129,DOLCE VIDA,MANHATTAN,4996,BROADWAY,10034,2123048200
50002130,FRESH & CO,MANHATTAN,425,PARK AVENUE SOUTH,10016,2122337374
50002132,DON SABOR DOMINICAN RESTAURANT,BRONX,469,EAST  156 STREET,10455,3472704809
50002133,BIZARRE,BROOKLYN,12,JEFFERSON STREET,11206,3479152717
50002134,BOSTON ROAD MINI MARKET,BRONX,3418A,Boston Road,10469,7188811315
50002135,HALAL FRIED CHICKEN & PIZZA,BROOKLYN,141,PENNSYLVANIA AVENUE,11207,3474046843
50002136,VIRGOLA,MANHATTAN,28,GREENWICH AVENUE,10011,9172955485
50002137,CITY ECLAIR,MANHATTAN,174,HESTER STREET,10013,9173857849
50002138,IL GATTOPARDO,MANHATTAN,13,WEST   54 STREET,10019,2122460412
50002139,YUMMY TACO,BROOKLYN,774,WASHINGTON AVENUE,11238,7186230867
50002140,HEALTHDELICIOUS,BROOKLYN,1964,86 STREET,11214,7186762600
50002142,HUDSON CAFE,MANHATTAN,628,HUDSON STREET,10014,2123901744
50002143,CAPITOLINE GROUNDS,BROOKLYN,1499,FULTON STREET,11216,3472952430
50002183,LIU GARDEN,BROOKLYN,560,WILSON AVENUE,11207,7189196067
50002184,NEW WAY COOKING,BROOKLYN,8505,20 AVENUE,11214,9179339100
50002191,CASA LOUNGE,QUEENS,25-57,STEINWAY STREET,11103,3473428824
50002192,GRACE CHINESE CUISINE,QUEENS,952,SENECA AVENUE,11385,7183688868
50002197,ROADSIDE,MANHATTAN,600,11 AVENUE,10036,2125827941
50002202,BEA,MANHATTAN,403,WEST   43 STREET,10036,2126031910
50002203,SUBWAY,MANHATTAN,1518,AMSTERDAM AVENUE,10031,3475319900
50002204,MYWAYCUP COFFEE,MANHATTAN,102,EAST   23 STREET,10010,6463681083
50002205,Park Central Hotel Kitchen,MANHATTAN,870,7 AVENUE,10019,2122478000
50002209,NEW TOPPS BAKERY & RESTAURANT,BROOKLYN,8021,FLATLANDS AVENUE,11236,3477134641
50002214,CAMPANIA COAL FIRED PIZZA,BROOKLYN,9824,4 AVENUE,11209,3475174868
50002217,VIDA ENTERPRISES INC.,MANHATTAN,251,DYCKMAN STREET,10034,2125440406
50002228,SUBWAY/CARVEL,MANHATTAN,112,JOHN STREET,10038,2127327283
50002230,TAQUITORIA,MANHATTAN,168,LUDLOW ST,10002,2127800121
50002231,THE MUG CAFE,BROOKLYN,5811,4 AVENUE,11220,7184922220
50002235,ZHIQING ACTIVITY CENTER,QUEENS,13525,NORTHERN BLVD,11354,7185397888
50002238,OLD DAYS,QUEENS,41-13,150 STREET,11355,7183585200
50002240,CHECKERS,QUEENS,68-20,ROCKAWAY BEACH BOULEVARD,11692,7184741700
50002242,ilusion tavern,QUEENS,105-07,NORTHERN BOULEVARD,11368,9172727477
50002243,DELICIAS AMBATENAS,QUEENS,68-24,ROOSEVELT AVENUE,11377,7186721919
50002245,PLAZA KING COFFEE SHOP,BROOKLYN,5117,AVENUE U,11234,7182585981
50002248,Playland Motel,QUEENS,97-20,ROCKAWAY BEACH BOULEVARD,11693,9173349390
50002249,BAR REIS,BROOKLYN,375,5 AVENUE,11215,7189742412
50002250,CROWN FRIED CHICKEN,BROOKLYN,1643,SAINT JOHNS PLACE,11233,7187712021
50002252,COURTYARD & RESIDENCE INN by Marriott Central Park,MANHATTAN,1717,BROADWAY,10019,2123243773
50002254,BARCLAY STREET CAFE,MANHATTAN,245,GREENWICH STREET,10007,2129011530
50002256,ASURA ASIAN BISTRO,MANHATTAN,235,WEST 35 STREET,10001,3474034632
50002257,DIVERSE DIM SUM,QUEENS,133-31,39 AVENUE,11354,3479355870
50002258,DOUGH BOYS PIZZA,MANHATTAN,451,3 AVENUE,10016,2126861211
50002260,BACK TO NATURE,QUEENS,509,Onderonk Ave,11385,3472620824
50002261,PORT AUTHORITY FOOD COURT,MANHATTAN,606,8 AVENUE,10018,2127042106
50002262,SOUTHEAST BAKERY INC.,BROOKLYN,6821,FORT HAMILTON PARKWAY,11219,7186801188
50002264,Dunkin Donuts,MANHATTAN,244,MADISON AVENUE,10016,2126821610
50002265,SUSHI NAKAZAWA,MANHATTAN,23,COMMERCE STREET,10014,2129242212
50002266,TODAY SPORTS LOUNGE,QUEENS,131-39,41 AVENUE,11355,3477329276
50002267,OCEAN SUSHI,STATEN ISLAND,20,JEFFERSON BLVD,10312,7189666888
50002268,Dunkin Donuts,QUEENS,188-23,UNION TURNPIKE,11366,3475484154
50002270,TENZAN JAPANESE CUISINE,MANHATTAN,1714,2 AVENUE,10128,2123693600
50002271,MARGAUX,MANHATTAN,5,WEST    8 STREET,10011,6467074889
50002272,80 RIVERSIDE CAFE,MANHATTAN,80,RIVERSIDE DRIVE,10024,3473063498
50002273,BROOKLYN BALL FACTORY,BROOKLYN,95,MONTROSE AVENUE,11206,7183875092
50002274,COURT STREET GROCERS,MANHATTAN,600,11 AVENUE,10036,6463387632
50002275,EL COLMADO,MANHATTAN,600,11 AVENUE,10036,6462462182
50002276,DONOSTIA,MANHATTAN,155,AVENUE B,10009,9175873561
50002277,VIEN NYC,MANHATTAN,220,VARICK STREET,10014,2122558808
50002279,BLUE BOTTLE COFFEE,MANHATTAN,600,11 AVENUE,10036,7183874160
50002280,Dimes,MANHATTAN,143,DIVISION STREET,10002,2122409410
50002282,SUBWAY,MANHATTAN,949,FIRST AVENUE,10022,2122078958
50002283,ISLAND BAY GRILL & LOUNGE,STATEN ISLAND,584,BAY STREET,10304,7184424343
50002284,KINANM LOUNGE,BROOKLYN,856,ATLANTIC AVENUE,11238,3474050500
50002285,HARMONY BAKERY,BRONX,756,BURKE AVENUE,10467,3472029393
50002286,DOTORY,BROOKLYN,353,BROADWAY,11211,7185991399
50002292,THE BARONESS BAR,QUEENS,41-26,CRESCENT STREET,11101,7187845065
50002294,MISS KOREA BARBECUE ''SUN'',MANHATTAN,10,WEST   32 STREET,10001,2127363232
50002295,Subway,BROOKLYN,1501,PITKIN AVENUE,11212,7183450381
50002296,Chen Mommy Kitchen,QUEENS,156-05,45TH AVE,11355,7186876761
50002297,OLIENG THAI RESTAURANT,BROOKLYN,52,7 AVENUE,11217,7186381655
50002299,LOCK YARD,BROOKLYN,9221,5 AVENUE,11209,7183335282
50002301,MARCY PIZZA,BROOKLYN,297,BROADWAY,11211,3478897139
50002302,MANHATTAN ELITE,MANHATTAN,,PIER   62,10014,6463583135
50002304,SWEET BASIL THAI CUISINE,QUEENS,39-28,61ST STREET,11377,7182050080
50002305,NO NAME CAFE,QUEENS,69-44,COOPER AVENUE,11385,7186694496
50002306,DOMINO'S PIZZA,BRONX,1468,WESTCHESTER AVENUE,10472,7188931777
50002313,THE BUTHCHER'S DAUGHTER MARKET,MANHATTAN,166,ELIZABETH STREET,10012,2122193434
50002316,CROWN GRILL FRIED CHICKEN & PIZZA,QUEENS,71-12,KISSENA BOULEVARD,11367,7188801881
50002318,CROWN FRIED CHICKEN,BROOKLYN,291,TOMPKINS AVENUE,11216,7184838999
50002319,PAPA JOHN,BRONX,1520,WESTCHESTER AVENUE,10472,7185897272
50002320,LA REINA DEL SUR RESTAURANT & BAR,QUEENS,99-11,37 AVENUE,11368,3474765631
50002321,Marani restaurant,QUEENS,97-26,63 ROAD,11374,7185690600
50002323,KUNG FU TEA,QUEENS,31-27,THOMSON AVENUE,11101,7183925272
50002324,DETOXX BAR,QUEENS,234-16,LINDEN BOULEVARD,11411,7189490008
50002325,SONNY'S ROTI SHOP,QUEENS,118-06,LIBERTY AVENUE,11419,7188357255
50002326,KINGS KITCHEN A,BROOKLYN,5223,8 AVENUE,11220,7188531288
50002327,SUBWAY,QUEENS,15-18,COLLEGE POINT BOULEVARD,11356,7183160384
50002329,HONG KONG JACKIE CHINESE RESTAURANT,BRONX,610,MELROSE AVENUE,10455,7189939988
50002331,KUMO JAPANESE RESTAURANT,QUEENS,37-18,DITMARS BLVD,11105,7182788808
50002333,CAFE GRUMPY GD LLC,MANHATTAN,220,WEST   39 STREET,10018,9179033437
50002334,T & G INTERNATIONAL CUISINE,QUEENS,107-25,LIBERTY AVENUE,11417,3472381420
50002336,COMEBUY,MANHATTAN,108,WEST   14 STREET,10011,2122068488
50002337,BLUE DOG KITCHEN,MANHATTAN,308,WEST 50 STREET,10019,2124590700
50002338,AHI SUSHI,MANHATTAN,366,WEST   52 STREET,10019,9177567188
50002339,C Bao,MANHATTAN,108,WEST   14 STREET,10011,2122068388
50002340,H20 LOUNGE AND RESTAURANT,QUEENS,153-33,HILLSIDE AVENUE,11432,7187394400
50002342,DAILY PRESS COFFEE,BROOKLYN,181,HAVEMEYER STREET,11211,7183881101
50002343,MOUNTAIN BIRD,MANHATTAN,231,WEST  145 STREET,10039,2122815752
50002344,SIZ-IN-PAN,BROOKLYN,318,LIVINGSTON STREET,11217,7182378886
50002345,SPORTING CLUB GJOA,BROOKLYN,850,62 STREET,11220,7187459436
50002346,QUEENS AND PAUPERS,QUEENS,27-08,QUEENS PLAZA SOUTH,11101,3478134017
50002347,PELZER'S OF PHILADELPHIA PRETZELS,BROOKLYN,724,STERLING PLACE,11216,7185522998
50002348,DESI GRILL INDIAN CUISINE,BROOKLYN,46,WYCKOFF AVENUE,11237,7183819777
50002350,RAMEN TAKUMI,MANHATTAN,1,UNIVERSITY PLACE,10003,2122292752
50002352,CHINA RESTAURANT,BROOKLYN,937,UTICA AVENUE,11203,7184985108
50002354,DAMASCUS GATE,BROOKLYN,6742,5 AVENUE,11220,7183335152
50002355,LOS BRAVOS,MANHATTAN,433,EDGECOMBE AVENUE,10032,3479954191
50002356,Fairfield Inn & Suites,MANHATTAN,95,HENRY STREET,10002,9175175483
50002357,BELLA PIZZA,QUEENS,94-01,37 AVENUE,11372,7188994103
50002359,ELSA RESTAURANT,BRONX,289,EAST  149 STREET,10451,7185853572
50002360,RESTAURANT,BRONX,501,HUNTS POINT AVENUE,10474,7183284222
50002361,NUEVA VISION 852,BROOKLYN,852,WYCKOFF AVENUE,11237,3479842445
50002362,DYCKMAN BAKERY,MANHATTAN,176,DYCKMAN STREET,10040,2125448600
50002363,Subway,BROOKLYN,2167,RALPH AVENUE,11234,7187630002
50002367,THE KINGSIDE,MANHATTAN,120,WEST   57 STREET,10019,2127078000
50002368,EL VALLE TIPICO RESTAURANT II,BRONX,849,CASTLE HILL AVENUE,10473,7182399100
50002369,SUITE 36/PULP,MANHATTAN,16,WEST   36 STREET,10018,2126950036
50002370,SHANGHAI MONG,MANHATTAN,30,WEST   32 STREET,10001,2126296450
50002371,The Cecil/Minton's,MANHATTAN,206-210,WEST 118TH STREET,10026,2128661262
50002373,ASIAN FUSION,BROOKLYN,2006,65 STREET,11204,7182321815
50002375,SUBWAY,MANHATTAN,2039,BROADWAY,10023,2127693100
50002376,TAVERNA KYCLADES,MANHATTAN,228,1 AVENUE,10009,2124320011
50002377,RED MANGO,BROOKLYN,276,FLATBUSH AVENUE,11217,7186222400
50002378,HAPPY YOGURT GARDEN,BROOKLYN,7202,13 AVENUE,11228,7183335503
50002380,Kurant,MANHATTAN,1091,2 AVENUE,10022,6463706928
50002381,WASABI,BROOKLYN,638,MANHATTAN AVENUE,11222,7186099368
50002382,HOT GINGER ASIAN FUSION,QUEENS,73-32,BELL BOULEVARD,11364,7184681889
50002383,YUMMY DIM SUM,QUEENS,135-46,ROOSEVELT AVENUE,11354,6468537853
50002386,CHURCH STREET KITCHEN,MANHATTAN,178,CHURCH STREET,10013,9172617991
50002387,ISLAND KITCHEN CHINESE RESTAURANT,STATEN ISLAND,462,NOME AVENUE,10314,7183708500
50002389,VON DOLHENS,BROOKLYN,118,BEDFORD AVENUE,11249,7186199091
50002390,FRESH POND TAVERN,QUEENS,68-69,FRESH POND ROAD,11385,7188219337
50002391,CHILLY CHICKEN RESTAURANT,BRONX,2146,STARLING AVENUE,10462,7182398900
50002392,CONCON CAFE,MANHATTAN,573,COLUMBUS AVENUE,10024,2127191602
50002394,PALERMO ITALIAN RESTAURANT,QUEENS,23-92,21 STREET,11105,7182670010
50002395,EMPIRE SZECHUAN VILLAGE,STATEN ISLAND,4373,AMBOY ROAD,10312,7182272888
50002396,ISLAND CZ CAFE,BROOKLYN,743,FRANKLIN AVENUE,11238,7185766700
50002397,CIBO MARKET GATE 61,QUEENS,,JFK,11430,2159970667
50002398,Yummy House,BRONX,2452,EASTCHESTER ROAD,10469,3472541888
50002399,KELSO BISTRO BAR & RESTAURANT,BROOKLYN,648,FRANKLIN AVENUE,11238,7188574137
50002400,BAGEL BOSS,MANHATTAN,544,3 AVENUE,10016,6463681880
50002402,MEXICAN FESTIVAL,MANHATTAN,2672,BROADWAY,10025,2015220482
50002403,LA BELLEZZA PIZZERIA,MANHATTAN,315,BROADWAY,10007,2122273337
50002405,MAMMA MIA PIZZA,MANHATTAN,1760,1 AVENUE,10128,2123482809
50002407,PRIDE,QUEENS,70-15,AUSTIN ST,11375,7182637743
50002408,SIKO FOOD,QUEENS,39-09,47 AVENUE,11104,7184820047
50002410,NUTRI CENTRO,QUEENS,40-41,81 STREET,11373,9176673426
50002411,CREMA BK,BROOKLYN,182,DRIGGS AVE,11222,3474575363
50002413,VIVA KTV,QUEENS,37-20,PRINCE STREET,11354,7183210000
50002416,KONDITORI,BROOKLYN,114,SMITH STREET,11201,6466960257
50002417,TAIWANESE MARKET FOOD,QUEENS,136-20,ROOSEVELT AVENUE,11354,6469203787
50002418,MILOSUN SUSHI,MANHATTAN,141,1 AVENUE,10003,6465592930
50002419,SABOR COLOMBIANO II PASTELERIA STEAKHOUSE,QUEENS,90-31,CORONA AVENUE,11373,7188061192
50002421,JEBON,MANHATTAN,15,ST MARKS PLACE,10003,2123881313
50002422,TAGLIERE,QUEENS,,JFK INTERNATIONAL AIRPORT,11430,6464835087
50002424,CAFFE AZZURRI D'ITALIA,BRONX,3040,BUHRE AVENUE,10461,3478512929
50002425,CIBO MARKET RIGHT,QUEENS,,JFK INTERNATIONAL AIRPORT,11430,6464835087
50002426,SHISO,QUEENS,,JFK INTERNATIONAL AIRPORT,11430,6464775291
50002428,GLAZE,MANHATTAN,60,WEST   56 STREET,10019,2123150300
50002429,METRO MART,STATEN ISLAND,2655,RICHMOND AVENUE,10314,7184771150
50002430,WORLD BEAN MAIN,QUEENS,,JFK INTERNATIONAL AIRPORT,11430,6464835087
50002431,DUE AMICI,QUEENS,,JFK INTERNATIONAL AIRPORT,11430,6464835087
50002432,WORLD BEAN,QUEENS,,JFK INTERNATIONAL AIRPORT,11430,6464775291
50002433,BROOKLYN BEER GARDEN,QUEENS,,JFK INTERNATIONAL AIRPORT,11430,6464835087
50002434,CIBO MARKET (GATE C65),QUEENS,,JFK INTERNATIONAL AIRPORT,11430,6464775291
50002435,CIBO MARKET FOOD HALL,QUEENS,,JFK INTERNATIONAL AIRPORT,11430,6464835087
50002437,ZAGARA WINE BAR,MANHATTAN,216,7 AVENUE,10011,6464908801
50002438,IVAN RAMEN SLURP SHOP,MANHATTAN,600,11 AVENUE,10036,2125827942
50002440,RETRO FITNESS,BROOKLYN,1623,FLATBUSH AVENUE,11210,7188590039
50002441,FRESH SUPER TACO PLUS INC,BROOKLYN,51,WILLOUGHBY STREET,11201,7182229351
50002443,MR. WONTON,QUEENS,4411,QUEENS BLVD,11104,7184332672
50002444,TIME OUT LOUNGE,BROOKLYN,1515,ATLANTIC AVENUE,11213,3472765988
50002445,T-ROC HOMESTYLE COOKING,BROOKLYN,194,RALPH AVE,11233,7184848844
50002447,YUMMY TACO,QUEENS,221-07,JAMAICA AVENUE,11428,7187763616
50002448,CHINA STAR QUEENS CHINESE RESTAURANT,QUEENS,105-38,ROCKAWAY BOULEVARD,11417,7188357787
50002449,ABI JAPANESE RESTAURANT,QUEENS,32-71,31 STREET,11106,7186268881
50002450,Dunkin Donuts,MANHATTAN,351,GRAND STREET,10002,6468959675
50002451,YUMMY KITCHEN/CHEUNG WONG KITCHEN,MANHATTAN,38,ALLEN STREET,10002,2123432373
50002452,KYOTO RESTAURANT,QUEENS,153-11,UNION TURNPIKE,11367,7183807777
50002453,VIN SUR VINGT,MANHATTAN,1140,BROADWAY,10001,2129244442
50002454,CHURCH PUBLICK,MANHATTAN,78,READE STREET,10007,2122673000
50002455,cafe paulette,BROOKLYN,136,DEKALB AVENUE,11217,7186942044
50002457,SUBWAY,MANHATTAN,130,WEST 58 STREET,10019,6466697632
50002459,JUICE FOR LIFE,QUEENS,271-11,UNION TURNPIKE,11040,7183432200
50002460,CROWN FRIED CHICKEN,BROOKLYN,790,NEW LOTS AVENUE,11208,7184841955
50002461,SRIRACHA,MANHATTAN,1619,2 AVENUE,10028,2125352005
50002463,LE ROI LOUNGE,STATEN ISLAND,10,AKRON PLZ,10317,7189831900
50002464,SUBWAY,MANHATTAN,334,GRAND STREET,10002,2127772372
50002465,PAPPAGALLO PIZZA,QUEENS,65-26,METROPOLITAN AVENUE,11379,7184564786
50002466,LETS YO YOGURT SHOP,BROOKLYN,179,FLATBUSH AVE,11217,9174721605
50002468,ARTIST THORNTON,MANHATTAN,2270,1 AVENUE,10035,3474637387
50002470,PIZZETTERIA BRUNETTI,MANHATTAN,626,HUDSON STREET,10014,2122555699
